,Symbol,Name,Industry,IndustryCode
2124,HCARU,Healthcare Services Acquisition Corp,기타 금융업,556010
2125,KAIR,Kairos Acquisition Corp Class A,기타 금융업,556010
2126,EAC,Edify Acquisition Corp Class A,기타 금융업,556010
2127,HBCP,Home Bancorp Inc,은행,551010
2128,FOREU,Foresight Acquisition Corp,기타 금융업,556010
2129,FTCVU,Fintech Acquisition Corp V,기타 금융업,556010
2130,IIII,Insu Acquisition Corp III Class A,기타 금융업,556010
2131,SWET,Athlon Acquisition Corp Class A,기타 금융업,556010
2132,FTAA,FTAC Athena Acquisition Corp Class A,기타 금융업,556010
2133,ADER,26 Capital Acquisition Corp Class A,기타 금융업,556010
2134,HRZN,Horizon Technology Finance Corp,다양한 금융서비스,555010
2135,VLGEA,Village Super Market Inc Class A,식품 및 약품소매,543010
2136,LMRK,Landmark Infrastructure Partners LP Unit,부동산 운영 관리,601010
2137,BYTSU,BYTE Acquisition Corp,기타 금융업,556010
2138,CTSO,Cytosorbents Corp,헬스케어 장비 및 용품,561010
2139,DTOCU,Digital Transformation Opportunities Corp,기타 금융업,556010
2140,HCCC,Healthcare Capital Corp Class A,기타 금융업,556010
2141,SCOR,Comscore Inc,미디어 및 출판,533020
2142,LUNA,Luna Innovations Inc,"건설장비 및 대형차, 기차, 배",521020
2143,KOR,Corvus Gold Inc,메탈&마이닝,512010
2144,SGTX,Sigilon Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2145,LACQU,Leisure Acquisition Corp Unit,기타 금융업,556010
2146,CELC,Celcuity Inc,생명과학 및 메디컬 리서치,562020
2147,XNET,Xunlei Ltd ADR,소프트웨어 및 IT서비스,572010
2148,FCNCP,First Citizens BancShares Inc (Delaware) ADR,은행,551010
2149,FNLC,First Bancorp Inc,은행,551010
2150,MESA,Mesa Air Group Inc,운송업,524060
2151,NVEC,NVE Corp,반도체 및 반도체 장비,571010
2152,HMCOU,HumanCo Acquisition Corp,기타 금융업,556010
2153,BRCN,Burcon NutraScience Corp,식품 및 담배,541020
2154,RDHL,Redhill Biopharma Ltd ADR,생명과학 및 메디컬 리서치,562020
2155,PRSRU,Prospector Capital Corp,기타 금융업,556010
2156,STKS,One Group Hospitality Inc,호텔 및 엔터테인먼트,533010
2157,PFDRU,Pathfinder Acquisition Corp,기타 금융업,556010
2158,ITIC,Investors Title Co,보험,553010
2159,TCBIO,Texas Capital Bancshares Inc ADR,은행,551010
2160,YELL,Yellow Corp,화물 및 물류 서비스,524050
2161,PFIS,Peoples Financial Services Corp,은행,551010
2162,CHPMU,CHP Merger Corp Unit,기타 금융업,556010
2163,SDACU,Sustainable Development Acquisition I Corp,기타 금융업,556010
2164,LMNR,Limoneira Co,식품 및 담배,541020
2165,CBAY,Cymabay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2166,PUCK,Goal Acquisitions Corp,기타 금융업,556010
2167,FIII,Forum Merger III Corp Class A,기타 금융업,556010
2168,SVOK,Seven Oaks Acquisition Corp Class A,기타 금융업,556010
2169,FLL,Full House Resorts Inc,호텔 및 엔터테인먼트,533010
2170,GLRE,Greenlight Capital Re Ltd Class A,보험,553010
2171,WAFDP,Washington Federal Inc ADR,은행,551010
2172,SURF,Surface Oncology Inc,생명과학 및 메디컬 리서치,562020
2173,PDSB,PDS Biotechnology Corp,생명과학 및 메디컬 리서치,562020
2174,HYACU,Haymaker Acquisition Corp III Unit,기타 금융업,556010
2175,IMCC,IM Cannabis Corp,제약,562010
2176,HLAH,Hamilton Lane Alliance Holdings I Inc Class A,기타 금융업,556010
2177,VOXX,VOXX International Corp Class A,"컴퓨터, 전화 및 가전제품",571060
2178,HCNEU,Jaws Hurricane Acquisition Corp,기타 금융업,556010
2179,VRCA,Verrica Pharmaceuticals Inc,제약,562010
2180,NBEV,Newage Inc,음료,541010
2181,PCYO,Pure Cycle Corp,수도 유틸리티,591030
2182,SSSS,SuRo Capital Corp,투자은행 및 서비스,551020
2183,VPCB,VPC Impact Acquisition Holdings II Class A,기타 금융업,556010
2184,BEEM,Beam Global,재생에너지,502010
2185,SILC,Silicom Ltd,커뮤니케이션 및 네트워킹,571020
2186,TIPT,Tiptree Inc,기타 금융업,556010
2187,AGLE,Aeglea Bio Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2188,GSAQ,Global Synergy Acquisition Corp Class A,기타 금융업,556010
2189,MACQU,MCAP Acquisition Corp,기타 금융업,556010
2190,CRNT,Ceragon Networks Ltd,커뮤니케이션 및 네트워킹,571020
2191,ESCA,Escalade Inc,레저 상품,532050
2192,KSMT,Kismet Acquisition One Corp,기타 금융업,556010
2193,CFFE,CF Acquisition Corp VIII Class A,기타 금융업,556010
2194,ABUS,Arbutus Biopharma Corp,제약,562010
2195,TRVN,Trevena Inc,생명과학 및 메디컬 리서치,562020
2196,GXGXU,GX Acquisition Corp Unit,기타 금융업,556010
2197,TDACU,Trident Acquisitions Corp Unit,기타 금융업,556010
2198,LCAA,L Catterton Asia Acquisition Corp Class A,기타 금융업,556010
2199,LVRA,Levere Holdings Corp Class A,기타 금융업,556010
2200,PMGMU,Priveterra Acquisition Corp,기타 금융업,556010
2201,KIRK,Kirkland's Inc,전문품 상점,534030
2202,PSACU,Property Solutions Acquisition Corp Unit,기타 금융업,556010
2203,STWO,ACON S2 Acquisition Corp Class A,기타 금융업,556010
2204,AGGRU,Agile Growth Corp,기타 금융업,556010
2205,FTIVU,Fintech Acquisition Corp. IV,기타 금융업,556010
2206,UTMD,Utah Medical Products Inc,헬스케어 장비 및 용품,561010
2207,CFV,CF Acquisition Corp V Class A,기타 금융업,556010
2208,SSAAU,Science Strategic Acquisition Alpha Corp,기타 금융업,556010
2209,TEKK,Tekkorp Digital Acquisition Corp Class A,기타 금융업,556010
2210,FMIVU,Forum Merger IV Corp,기타 금융업,556010
2211,MBII,Marrone Bio Innovations Inc,화학,511010
2212,ITI,Iteris Inc,커뮤니케이션 및 네트워킹,571020
2213,IGACU,IG Acquisition Corp,기타 금융업,556010
2214,PBFS,Pioneer Bancorp Inc,은행,551010
2215,SEEL,Seelos Therapeutics Inc,제약,562010
2216,UCL,Ucloudlink Group Inc ADR,통신 서비스,574010
2217,ARTNA,Artesian Resources Corp Class A,수도 유틸리티,591030
2218,LIZI,Lizhi Inc ADR,소프트웨어 및 IT서비스,572010
2219,KIII,Kismet Acquisition Three Corp Class A,기타 금융업,556010
2220,FRSX,Foresight Autonomous Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
2221,MTAC,MedTech Acquisition Corp Class A,기타 금융업,556010
2222,PSAGU,Property Solutions Acquisition Corp II,기타 금융업,556010
2223,CFVIU,CF Acquisition Corp VI,기타 금융업,556010
2224,DRTT,DIRTT Environmental Solutions Ltd,주택건설,532030
2225,TAST,Carrols Restaurant Group Inc,호텔 및 엔터테인먼트,533010
2226,IPVI,InterPrivate IV InfraTech Partners Inc Class A,기타 금융업,556010
2227,HCII,Hudson Executive Investment Corp II Class A,기타 금융업,556010
2228,RCLF,Rosecliff Acquisition Corp I Class A,기타 금융업,556010
2229,RAACU,Revolution Acceleration Acquisition Corp,기타 금융업,556010
2230,FRLN,Freeline Therapeutics Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
2231,WHF,WhiteHorse Finance Inc,다양한 금융서비스,555010
2232,MPB,Mid Penn Bancorp Inc,은행,551010
2233,MCBC,Macatawa Bank Corp,은행,551010
2234,IMMP,Immutep Ltd ADR,생명과학 및 메디컬 리서치,562020
2235,MON,Monument Circle Acquisition Corp Class A,기타 금융업,556010
2236,SPKB,Silver Spike Acquisition Corp II Class A,기타 금융업,556010
2237,SCAQ,Stratim Cloud Acquisition Corp Class A,기타 금융업,556010
2238,LEGO,Legato Merger Corp,기타 금융업,556010
2239,ALTUU,Altitude Acquisition Corp,기타 금융업,556010
2240,BSKYU,Big Sky Growth Partners Inc,기타 금융업,556010
2241,ZTAQU,Zimmer Energy Transition Acquisition Corp,기타 금융업,556010
2242,PTSI,PAM Transportation Services Inc,화물 및 물류 서비스,524050
2243,APTO,Aptose Biosciences Inc,생명과학 및 메디컬 리서치,562020
2244,JSM,Navient Corp PRF,은행,551010
2245,COVAU,COVA Acquisition Corp,기타 금융업,556010
2246,CPARU,Catalyst Partners Acquisition Corp,기타 금융업,556010
2247,ACTG,Acacia Research Corp,전문 및 상업 서비스,522030
2248,DISA,Disruptive Acquisition Corporation I Class A,기타 금융업,556010
2249,TSIBU,Tishman Speyer Innovation Corp II,기타 금융업,556010
2250,MHLD,Maiden Holdings Ltd,보험,553010
2251,HBMD,Howard Bancorp Inc,은행,551010
2252,ENOB,Enochian Biosciences Inc,생명과학 및 메디컬 리서치,562020
2253,HUIZ,Huize Holding Ltd ADR,보험,553010
2254,WILC,G Willi-Food International Ltd,식품 및 약품소매,543010
2255,CRDF,Cardiff Oncology Inc,생명과학 및 메디컬 리서치,562020
2256,MBIO,Mustang Bio Inc,생명과학 및 메디컬 리서치,562020
2257,JCICU,Jack Creek Investment Corp.,기타 금융업,556010
2258,FLXS,Flexsteel Industries Inc,가정용품,532040
2259,PVBC,Provident Bancorp Inc (Maryland),은행,551010
2260,OEPWU,One Equity Partners Open Water I Corp,기타 금융업,556010
2261,ACAHU,Atlantic Coastal Acquisition Corp,기타 금융업,556010
2262,PLMIU,Plum Acquisition I Corp,기타 금융업,556010
2263,LITTU,Logistics Innovation Technologies Corp,기타 금융업,556010
2264,LTRPA,Liberty Tripadvisor Holdings Inc Series A,소프트웨어 및 IT서비스,572010
2265,ITHX,ITHAX Acquisition Corp Class A,기타 금융업,556010
2266,TWLVU,Twelve Seas Investment Co II,기타 금융업,556010
2267,DHCAU,DHC Acquisition Corp,기타 금융업,556010
2268,ARTAU,Artisan Acquisition Corp,기타 금융업,556010
2269,TIOAU,Tio Tech A,기타 금융업,556010
2270,GXIIU,GX Acquisition Corp II,기타 금융업,556010
2271,INBK,First Internet Bancorp,은행,551010
2272,VERA,Vera Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
2273,GPACU,Global Partner Acquisition II Corp,기타 금융업,556010
2274,OVID,Ovid Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2275,ATVC,Tribe Capital Growth Corp I Class A,기타 금융업,556010
2276,SMMF,Summit Financial Group Inc,은행,551010
2277,DCRB,Decarbonization Plus Acquisition Corp Class A,기타 금융업,556010
2278,NNBR,NN Inc,"건설장비 및 대형차, 기차, 배",521020
2279,AFCG,AFC Gamma Inc,은행,551010
2280,INFI,Infinity Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2281,BKCC,BlackRock Capital Investment Corp,다양한 금융서비스,555010
2282,SVFB,SVF Investment Corp 2 Class A,기타 금융업,556010
2283,DBDR,Roman DBDR Tech Acquisition Corp Class A,기타 금융업,556010
2284,NRAC,Noble Rock Acquisition Corp Class A,기타 금융업,556010
2285,NXTC,NextCure Inc,제약,562010
2286,CRMD,CorMedix Inc,제약,562010
2287,DGNS,Dragoneer Growth Opportunities Corp II Class A,기타 금융업,556010
2288,CFAC,CF Finance Acquisition III Corp,기타 금융업,556010
2289,FSBW,FS Bancorp Inc,은행,551010
2290,DAKT,Daktronics Inc,전자 장비 및 부품,571040
2291,NVSA,New Vista Acquisition Corp Class A,기타 금융업,556010
2292,AEAC,Authentic Equity Acquisition Corp Class A,기타 금융업,556010
2293,ENFAU,890 5th Avenue Partners Inc,기타 금융업,556010
2294,VMD,Viemed Healthcare Inc,헬스케어 업체 및 서비스,561020
2295,DFPH,DFP Healthcare Acquisitions Corp Class A,기타 금융업,556010
2296,ZNTE,Zanite Acquisition Corp Class A,기타 금융업,556010
2297,LCAAU,L Catterton Asia Acquisition Corp,기타 금융업,556010
2298,HFFG,Hf Foods Group Inc,식품 및 약품소매,543010
2299,SPKBU,Silver Spike Acquisition Corp II,기타 금융업,556010
2300,LCAP,Lionheart Acquisition Corporation II Class A,기타 금융업,556010
2301,GPP,Green Plains Partners LP Unit,오일 및 가스 장비 및 서비스,501030
2302,NEBCU,Nebula Caravel Acquisition Corp,기타 금융업,556010
2303,KRUS,Kura Sushi USA Inc,호텔 및 엔터테인먼트,533010
2304,NH,NantHealth Inc,헬스케어 장비 및 용품,561010
2305,JFIN,Jiayin Group Inc ADR,소프트웨어 및 IT서비스,572010
2306,SV,Spring Valley Acquisition Corp Class A,기타 금융업,556010
2307,AKIC,Sports Ventures Acquisition Corp Class A,기타 금융업,556010
2308,VALU,Value Line Inc,전문 및 상업 서비스,522030
2309,ARRWU,Arrowroot Acquisition Corp,기타 금융업,556010
2310,IEA,Infrastructure and Energy Alternatives Inc,건설 및 엔지니어링,522010
2311,ACEV,ACE Convergence Acquisition Corp Class A,기타 금융업,556010
2312,IPVIU,InterPrivate IV InfraTech Partners Inc,기타 금융업,556010
2313,HQI,Hirequest Inc,전문 및 상업 서비스,522030
2314,DHBCU,DHB Capital Corp,기타 금융업,556010
2315,HBIO,Harvard Bioscience Inc,헬스케어 장비 및 용품,561010
2316,NATH,Nathan's Famous Inc,호텔 및 엔터테인먼트,533010
2317,TZPSU,TZP Strategies Acquisition Corp,기타 금융업,556010
2318,CLRMU,Clarim Acquisition Corp,기타 금융업,556010
2319,KLDO,Kaleido Biosciences Inc,생명과학 및 메디컬 리서치,562020
2320,FRON,Frontier Acquisition Corp Class A,기타 금융업,556010
2321,PCSB,PCSB Financial Corp,은행,551010
2322,KLAQU,KL Acquisition Corp,기타 금융업,556010
2323,EJFAU,EJF Acquisition Corp,기타 금융업,556010
2324,PLXP,PLx Pharma Inc,생명과학 및 메디컬 리서치,562020
2325,MTRX,Matrix Service Co,건설 및 엔지니어링,522010
2326,CRSA,Crescent Acquisition Corp Class A,기타 금융업,556010
2327,VOSO,Virtuoso Acquisition Corp Class A,기타 금융업,556010
2328,PBCTP,People's United Financial Inc PRF,은행,551010
2329,IPHA,Innate Pharma SA ADR,생명과학 및 메디컬 리서치,562020
2330,NWPX,Northwest Pipe Co,메탈&마이닝,512010
2331,UEPS,Net 1 UEPS Technologies Inc,전문 및 상업 서비스,522030
2332,PTIC,PropTech Investment II Corp Class A,기타 금융업,556010
2333,IMUX,Immunic Inc,생명과학 및 메디컬 리서치,562020
2334,LHAA,Lerer Hippeau Acquisition Corp Class A,기타 금융업,556010
2335,NOAC,Natural Order Acquisition Corp,기타 금융업,556010
2336,LDHA,LDH Growth Corp I Class A,기타 금융업,556010
2337,SLCT,Select Bancorp Inc,은행,551010
2338,HOOK,HOOKIPA Pharma Inc,제약,562010
2339,ATVCU,Tribe Capital Growth Corp I,기타 금융업,556010
2340,ADERU,26 Capital Acquisition Corp,기타 금융업,556010
2341,FULC,Fulcrum Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2342,ARBG,Aequi Acquisition Corp Class A,기타 금융업,556010
2343,GNAC,Group Nine Acquisition Corp Class A,기타 금융업,556010
2344,TOUR,Tuniu Corp ADR,호텔 및 엔터테인먼트,533010
2345,VII,7GC & Holdings Co Inc Class A,기타 금융업,556010
2346,FITBO,Fifth Third Bancorp ADR,은행,551010
2347,EIGR,Eiger BioPharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2348,KINZU,Kins Technology Group Inc.,기타 금융업,556010
2349,BIOT,Biotech Acquisition Co Class A,기타 금융업,556010
2350,BLTS,Bright Lights Acquisition Corp Class A,기타 금융업,556010
2351,PAQC,Provident Acquisition Corp Class A,기타 금융업,556010
2352,ZWRK,Z-Work Acquisition Corp Class A,기타 금융업,556010
2353,ASPC,Alpha Capital Acquisition Co Class A,기타 금융업,556010
2354,TMKRU,Tastemaker Acquisition Corp,기타 금융업,556010
2355,CLSD,Clearside Biomedical Inc,생명과학 및 메디컬 리서치,562020
2356,VELO,Velocity Acquisition Corp Class A,기타 금융업,556010
2357,SHAC,SCP & Healthcare Acquisition Co Class A,기타 금융업,556010
2358,LEGOU,Legato Merger Corp,기타 금융업,556010
2359,ORRF,Orrstown Financial Services Inc,은행,551010
2360,ITQ,Itiquira Acquisition Corp Class A,기타 금융업,556010
2361,LVTX,LAVA Therapeutics NV,생명과학 및 메디컬 리서치,562020
2362,ACTDU,ArcLight Clean Transition Corp II,기타 금융업,556010
2363,HLAHU,Hamilton Lane Alliance Holdings I Inc,기타 금융업,556010
2364,NVSAU,New Vista Acquisition Corp,기타 금융업,556010
2365,GTPAU,Gores Technology Partners Inc,기타 금융업,556010
2366,JG,Aurora Mobile Ltd ADR,소프트웨어 및 IT서비스,572010
2367,POWRU,Powered Brands,기타 금융업,556010
2368,CBNK,Capital Bancorp Inc,은행,551010
2369,SWETU,Athlon Acquisition Corp,기타 금융업,556010
2370,TLC,Taiwan Liposome Co Ltd ADR,생명과학 및 메디컬 리서치,562020
2371,MRLN,Marlin Business Services Corp,은행,551010
2372,KAIRU,Kairos Acquisition Corp,기타 금융업,556010
2373,EYPT,EyePoint Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2374,HCCCU,Healthcare Capital Corp,기타 금융업,556010
2375,SMSI,Smith Micro Software Inc,소프트웨어 및 IT서비스,572010
2376,RSVA,Rodgers Silicon Valley Acquisition Corp,기타 금융업,556010
2377,SLGL,Sol Gel Technologies Ltd,생명과학 및 메디컬 리서치,562020
2378,FIIIU,Forum Merger III Corp,기타 금융업,556010
2379,FSRXU,Finserv Acquisition Corp II,기타 금융업,556010
2380,FSSI,Fortistar Sustainable Solutions Corp Class A,기타 금융업,556010
2381,XERS,Xeris Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2382,KRNLU,Kernel Group Holdings Inc,기타 금융업,556010
2383,EACPU,Edify Acquisition Corp,기타 금융업,556010
2384,AFAQ,AF Acquisition Corp Class A,기타 금융업,556010
2385,WLFC,Willis Lease Finance Corp,전문 및 상업 서비스,522030
2386,BATRA,Liberty Media Corp Series A,미디어 및 출판,533020
2387,CLVR,Clever Leaves Holdings Inc,식품 및 담배,541020
2388,ACACU,Acies Acquisition Corp,기타 금융업,556010
2389,FRSG,First Reserve Sustainable Growth Corp Class A,기타 금융업,556010
2390,SPRB,Spruce Biosciences Inc,생명과학 및 메디컬 리서치,562020
2391,SVOKU,Seven Oaks Acquisition Corp,기타 금융업,556010
2392,MRKR,Marker Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2393,III,Information Services Group Inc,전문 및 상업 서비스,522030
2394,CECE,CECO Environmental Corp,전문 및 상업 서비스,522030
2395,GLHA,Glass Houses Acquisition Corp Class A,기타 금융업,556010
2396,FTFT,Future Fintech Group Inc,소프트웨어 및 IT서비스,572010
2397,INSE,Inspired Entertainment Inc,소프트웨어 및 IT서비스,572010
2398,XGN,Exagen Inc,헬스케어 업체 및 서비스,561020
2399,CTRM,Castor Maritime Inc,화물 및 물류 서비스,524050
2400,FSSIU,Fortistar Sustainable Solutions Corp,기타 금융업,556010
2401,KZR,Kezar Life Sciences Inc,생명과학 및 메디컬 리서치,562020
2402,BLU,BELLUS Health Inc,생명과학 및 메디컬 리서치,562020
2403,AURCU,Aurora Acquisition Corp,기타 금융업,556010
2404,ONDS,Ondas Holdings Inc,소프트웨어 및 IT서비스,572010
2405,TFFP,TFF Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2406,FRBA,FIRST BANK (Hamilton),은행,551010
2407,VIH,VPC Impact Acquisition Holdings Class A,기타 금융업,556010
2408,FMBIP,First Midwest Bancorp Inc ADR,은행,551010
2409,UIHC,United Insurance Holdings Corp,보험,553010
2410,BSET,Bassett Furniture Industries Inc,가정용품,532040
2411,EBET,Esports Technologies Inc,호텔 및 엔터테인먼트,533010
2412,DCRBU,Decarbonization Plus Acquisition Corp,기타 금융업,556010
2413,GSAQU,Global Synergy Acquisition Corp,기타 금융업,556010
2414,INMB,INmune Bio Inc,생명과학 및 메디컬 리서치,562020
2415,BPYPO,Brookfield Property Partners LP Unit Class A,부동산 운영 관리,601010
2416,ONCT,Oncternal Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2417,STWOU,ACON S2 Acquisition Corp,기타 금융업,556010
2418,TEKKU,Tekkorp Digital Acquisition Corp,기타 금융업,556010
2419,NRIM,Northrim BanCorp Inc,은행,551010
2420,VLATU,Valor Latitude Acquisition Corp,기타 금융업,556010
2421,MICT,MICT Inc,우주항공 및 국방,521010
2422,FDBC,Fidelity D&D Bancorp Inc,은행,551010
2423,IIIIU,Insu Acquisition Corp III,기타 금융업,556010
2424,SUNW,Sunworks Inc,재생에너지,502010
2425,HCAQ,HealthCor Catalio Acquisition Corp Class A,기타 금융업,556010
2426,CFFEU,CF Acquisition Corp VIII,기타 금융업,556010
2427,KMDA,Kamada Ltd,제약,562010
2428,CFFVU,CF Acquisition Corp V,기타 금융업,556010
2429,FSII,FS Development II Corp Class A,기타 금융업,556010
2430,ISLE,Isleworth Healthcare Acquisition Corp,기타 금융업,556010
2431,FRW,PWP Forward Acquisition Corp I Class A,기타 금융업,556010
2432,VPCBU,VPC Impact Acquisition Holdings II,기타 금융업,556010
2433,SRAC,Stable Road Acquisition Corp Class A,기타 금융업,556010
2434,PCOM,Points International Ltd,소프트웨어 및 IT서비스,572010
2435,IMMR,Immersion Corp,소프트웨어 및 IT서비스,572010
2436,LVRAU,Levere Holdings Corp,기타 금융업,556010
2437,PWFL,PowerFleet Inc,소프트웨어 및 IT서비스,572010
2438,MTACU,MedTech Acquisition Corp,기타 금융업,556010
2439,ORPH,Orphazyme A/S ADR,생명과학 및 메디컬 리서치,562020
2440,ALCO,Alico Inc,식품 및 담배,541020
2441,EQOS,Diginex Ltd,투자은행 및 서비스,551020
2442,CRSAU,Crescent Acquisition Corp Unit,기타 금융업,556010
2443,DBDRU,Roman DBDR Tech Acquisition Corp,기타 금융업,556010
2444,ENVI,Environmental Impact Acquisition Corp Class A,기타 금융업,556010
2445,RCLFU,Rosecliff Acquisition Corp I,기타 금융업,556010
2446,LBPS,4D Pharma PLC ADR,생명과학 및 메디컬 리서치,562020
2447,FRBK,Republic First Bancorp Inc,은행,551010
2448,LFTR,Lefteris Acquisition Corp Class A,기타 금융업,556010
2449,GHAC,Gaming & Hospitality Acquisition Corp Class A,기타 금융업,556010
2450,VCVC,10X Capital Venture Acquisition Corp Class A,기타 금융업,556010
2451,TMTS,Spartacus Acquisition Corp Class A,기타 금융업,556010
2452,ACEVU,ACE Convergence Acquisition Corp,기타 금융업,556010
2453,TLIS,Talis Biomedical Corp,생명과학 및 메디컬 리서치,562020
2454,CFACU,CF Finance Acquisition III Corp,기타 금융업,556010
2455,DLCA,Deep Lake Capital Acquisition Corp Class A,기타 금융업,556010
2456,ESXB,Community Bankers Trust Corp,은행,551010
2457,BPYUP,Brookfield Property REIT Inc PRF,주택 및 상업용 리츠,601020
2458,CYBE,CyberOptics Corp,전자 장비 및 부품,571040
2459,ZNTEU,Zanite Acquisition Corp,기타 금융업,556010
2460,BPYPN,Brookfield Property Partners LP PRF,부동산 운영 관리,601010
2461,KIIIU,Kismet Acquisition Three Corp,기타 금융업,556010
2462,MONCU,Monument Circle Acquisition Corp,기타 금융업,556010
2463,DYNS,Dynamics Special Purpose Corp Class A,기타 금융업,556010
2464,IDBA,Idex Biometrics ASA ADR,전자 장비 및 부품,571040
2465,INTZ,Intrusion Inc,소프트웨어 및 IT서비스,572010
2466,PFBI,Premier Financial Bancorp Inc,은행,551010
2467,GGMCU,Glenfarne Merger Corp,기타 금융업,556010
2468,SRSA,Sarissa Capital Acquisition Corp Class A,기타 금융업,556010
2469,DISAU,Disruptive Acquisition Corporation I,기타 금융업,556010
2470,BLCT,BlueCity Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
2471,CRBP,Corbus Pharmaceuticals Holdings Inc,생명과학 및 메디컬 리서치,562020
2472,SCAQU,Stratim Cloud Acquisition Corp,기타 금융업,556010
2473,GAMCU,Golden Arrow Merger Corp,기타 금융업,556010
2474,ASLN,Aslan Pharmaceuticals Ltd ADR,생명과학 및 메디컬 리서치,562020
2475,SIC,Select Interior Concepts Inc Class A,주택건설,532030
2476,ATNF,180 Life Sciences Corp,생명과학 및 메디컬 리서치,562020
2477,CRZN,Corazon Capital V838 Monoceros Corp Class A,기타 금융업,556010
2478,KAII,Kismet Acquisition Two Corp Class A,기타 금융업,556010
2479,RCHG,Recharge Acquisition Corp Class A,기타 금융업,556010
2480,RDVT,Red Violet Inc,소프트웨어 및 IT서비스,572010
2481,ADMS,Adamas Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2482,AGNCM,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
2483,VOSOU,Virtuoso Acquisition Corp,기타 금융업,556010
2484,FMAO,Farmers & Merchants Bancorp Inc,은행,551010
2485,SUNS,SLR Senior Investment Corp,다양한 금융서비스,555010
2486,TCDA,Tricida Inc,생명과학 및 메디컬 리서치,562020
2487,SVSVU,Spring Valley Acquisition Corp,기타 금융업,556010
2488,CHMA,Chiasma Inc,제약,562010
2489,FUND,Sprott Focus Trust Inc,다양한 금융서비스,555010
2490,TBSA,TB SA Acquisition Corp Class A,기타 금융업,556010
2491,TCAC,Tuatara Capital Acquisition Corp Class A,기타 금융업,556010
2492,CVCY,Central Valley Community Bancorp,은행,551010
2493,OXSQ,Oxford Square Capital Corp,다양한 금융서비스,555010
2494,AVEO,Aveo Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2495,NOACU,Natural Order Acquisition Corp,기타 금융업,556010
2496,METC,Ramaco Resources Inc,메탈&마이닝,512010
2497,ITHXU,ITHAX Acquisition Corp,기타 금융업,556010
2498,NRACU,Noble Rock Acquisition Corp,기타 금융업,556010
2499,ACNB,ACNB Corp,은행,551010
2500,THMAU,Thimble Point Acquisition Corp,기타 금융업,556010
2501,PFHD,Professional Holding Corp Class A,은행,551010
2502,LAZY,Lazydays Holdings Inc,레저 상품,532050
2503,CPLP,Capital Product Partners LP Unit,오일 및 가스 장비 및 서비스,501030
2504,PKBK,Parke Bancorp Inc,은행,551010
2505,APEN,Apollo Endosurgery Inc,헬스케어 장비 및 용품,561010
2506,BCTG,Bctg Acquisition Corp,기타 금융업,556010
2507,CMLS,Cumulus Media Inc Class A,미디어 및 출판,533020
2508,FRONU,Frontier Acquisition Corp,기타 금융업,556010
2509,AKICU,Sports Ventures Acquisition Corp,기타 금융업,556010
2510,OEG,Orbital Energy Group Inc,건설 및 엔지니어링,522010
2511,PUCKU,Goal Acquisitions Corp,기타 금융업,556010
2512,SLMBP,SLM Corp PRF,은행,551010
2513,BCEL,Atreca Inc Class A,생명과학 및 메디컬 리서치,562020
2514,NBN,Northeast Bank,은행,551010
2515,PANA,Panacea Acquisition II Corp Class A,기타 금융업,556010
2516,PCB,PCB Bancorp,은행,551010
2517,TBNK,Territorial Bancorp Inc,은행,551010
2518,FVCB,FVCBankcorp Inc,은행,551010
2519,VIIAU,7GC & Holdings Co Inc,기타 금융업,556010
2520,GCBC,Greene County Bancorp Inc,은행,551010
2521,DFPHU,DFP Healthcare Acquisitions Corp Unit,기타 금융업,556010
2522,FTPAU,FTAC Parnassus Acquisition Corp,기타 금융업,556010
2523,GRTX,Galera Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2524,VIHAU,VPC Impact Acquisition Holdings,기타 금융업,556010
2525,CODX,Co-Diagnostics Inc,헬스케어 장비 및 용품,561010
2526,ISTR,Investar Holding Corp,은행,551010
2527,AEACU,Authentic Equity Acquisition Corp,기타 금융업,556010
2528,SRACU,Stable Road Acquisition Corp Unit,기타 금융업,556010
2529,NISN,Nisun International Enterprise Development Group Co Ltd Class A,핀테크,573010
2530,BLTSU,Bright Lights Acquisition Corp,기타 금융업,556010
2531,TSBK,Timberland Bancorp Inc,은행,551010
2532,PAQCU,Provident Acquisition Corp,기타 금융업,556010
2533,GNACU,Group Nine Acquisition Corp,기타 금융업,556010
